transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T4427676,2023-02-24T18:50:20.928255,ACC133179,ACC883820,1047.42,deposit,retail,Toronto,web,False,,250.98476314194448,0.54,18,0.83,ACH,127.47.193.151,D7281001
T1758002,2023-02-24T19:09:14.050967,ACC815037,ACC147447,1943.19,deposit,grocery,London,web,False,,-1095.7992828394445,-1.99,1,0.9,wire_transfer,156.12.212.105,D1024245
T470807,2023-02-24T19:19:20.361036,ACC536104,ACC434351,207.47,deposit,entertainment,Singapore,pos,False,,,0.55,5,0.2,wire_transfer,93.188.148.107,D5591763
T3295282,2023-02-24T19:20:52.773356,ACC691574,ACC544511,262.74,deposit,online,New York,web,False,,276.2062232486111,1.58,1,0.27,wire_transfer,236.251.246.57,D1267109
T1697453,2023-02-24T19:21:29.510294,ACC322368,ACC453129,415.49,withdrawal,utilities,New York,web,False,,,-0.96,18,0.7,card,86.150.13.44,D8273643
T2160151,2023-02-24T19:22:49.682596,ACC537059,ACC594796,1995.76,deposit,grocery,Singapore,mobile,False,,-2830.856135265833,-0.21,4,0.59,ACH,31.34.67.218,D8894527
T3892414,2023-02-24T19:26:05.778283,ACC159658,ACC566845,577.49,withdrawal,retail,Tokyo,web,False,,-4936.283552221389,1.04,12,0.07,card,69.215.193.172,D7541400
T2067488,2023-02-24T19:27:34.268683,ACC866375,ACC463948,1168.67,deposit,other,London,pos,False,,-5889.346443486388,-0.65,13,0.55,wire_transfer,93.86.51.116,D3629939
T1526043,2023-02-24T19:31:11.616909,ACC909652,ACC164799,20.26,withdrawal,restaurant,Singapore,mobile,False,,-5252.796911375277,-0.22,2,0.08,UPI,103.13.123.167,D8538751
T4406215,2023-02-24T19:35:08.086510,ACC613621,ACC279431,305.26,payment,other,London,web,False,,-6741.599688225555,2.33,12,0.85,card,124.85.49.250,D1586305
T1510241,2023-02-24T19:51:18.832623,ACC742887,ACC480981,55.75,withdrawal,grocery,London,atm,False,,636.0033893819444,-0.2,1,0.94,wire_transfer,58.94.195.248,D8016189
T1791503,2023-02-24T19:58:41.536230,ACC214678,ACC603666,687.13,deposit,utilities,Toronto,mobile,False,,-3785.503889112778,-0.05,13,0.95,ACH,68.24.143.103,D8064291
T2696055,2023-02-24T20:00:01.544256,ACC177898,ACC350260,1659.84,deposit,grocery,Singapore,mobile,False,,-7012.939304485833,-0.31,4,0.48,UPI,5.64.15.29,D3584865
T411693,2023-02-24T20:10:21.169140,ACC802355,ACC573703,40.2,transfer,online,Toronto,mobile,False,,,1.0,16,0.42,wire_transfer,90.131.55.130,D6570498
T2048145,2023-02-24T20:15:47.376923,ACC555783,ACC591181,218.24,payment,travel,Singapore,web,False,,-6069.579513333889,-1.72,10,0.79,ACH,14.235.153.95,D4969000
T2807095,2023-02-24T20:17:52.118759,ACC882706,ACC582728,168.13,payment,online,Sydney,pos,False,,-6737.641006719444,-1.18,9,0.03,ACH,90.226.229.103,D9855135
T3061668,2023-02-24T20:22:16.555291,ACC219481,ACC884043,62.95,payment,retail,Singapore,pos,False,,-3223.2446544605555,0.64,7,0.16,wire_transfer,131.186.158.169,D5342309
T4439562,2023-02-24T20:26:56.500756,ACC692768,ACC945601,520.47,withdrawal,online,Dubai,web,False,,-2682.843427992222,0.3,1,0.5,ACH,217.152.97.157,D8292610
T4823939,2023-02-24T20:28:20.355129,ACC148665,ACC985486,402.88,withdrawal,restaurant,Dubai,atm,False,,435.4961438986112,-1.03,13,0.75,wire_transfer,175.110.234.62,D1207816
T1234265,2023-02-24T20:29:52.418982,ACC445799,ACC291261,1840.09,deposit,grocery,Tokyo,mobile,False,,,1.29,1,0.98,card,210.148.200.177,D6512967
T4203412,2023-02-24T21:08:49.401786,ACC483948,ACC197236,81.04,withdrawal,other,Toronto,mobile,False,,-4620.7294826502775,0.4,18,0.42,card,43.133.14.252,D2839300
T4609766,2023-02-24T21:13:26.908377,ACC698835,ACC854850,1161.71,deposit,retail,Toronto,web,False,,1035.332111765,0.41,11,0.19,wire_transfer,5.253.108.75,D8913566
T4857790,2023-02-24T21:19:26.061832,ACC280157,ACC885811,1149.98,deposit,retail,Tokyo,pos,False,,-6388.730305970556,-0.49,3,0.03,card,249.147.32.231,D2924248
T1366713,2023-02-24T21:20:31.958284,ACC621541,ACC244988,173.29,withdrawal,other,New York,pos,False,,,0.95,15,0.91,ACH,133.32.53.97,D2964234
T1169875,2023-02-24T21:25:54.850105,ACC546333,ACC992806,1.91,payment,restaurant,Sydney,pos,False,,-6110.806569622222,1.42,20,0.12,ACH,213.103.235.224,D1630110
T1601131,2023-02-24T21:29:47.951654,ACC955185,ACC656882,83.48,payment,online,Sydney,atm,False,,1258.9819711583332,0.11,11,0.3,UPI,13.205.87.236,D6946306
T4154244,2023-02-24T21:31:37.827714,ACC195294,ACC805879,1167.5,deposit,restaurant,Tokyo,web,True,card_not_present,290.3417794872222,1.51,18,0.17,ACH,116.18.178.219,D7203374
T5064651,2023-02-24T21:36:46.342080,ACC636646,ACC206654,293.21,withdrawal,other,London,mobile,False,,-5103.503402078612,-1.63,15,0.89,UPI,9.215.22.249,D9000991
T1921930,2023-02-24T22:08:09.329921,ACC408796,ACC743459,10.18,transfer,other,Toronto,atm,False,,-7184.6862436158335,0.27,14,0.05,UPI,155.106.206.105,D7211450
T1770641,2023-02-24T22:20:14.843529,ACC888406,ACC531944,131.3,payment,entertainment,Sydney,atm,False,,-6698.348949027222,-1.04,5,0.17,card,195.76.160.128,D1437232
T1957905,2023-02-24T22:32:34.651642,ACC163217,ACC380931,921.01,deposit,utilities,Sydney,mobile,False,,-5161.4244231552775,-0.84,17,0.62,UPI,110.81.174.32,D7090295
T2107701,2023-02-24T22:43:49.927634,ACC178413,ACC997573,1258.9,deposit,utilities,New York,pos,False,,-262.1250423544445,0.77,2,0.34,ACH,54.126.208.214,D7648223
T1135213,2023-02-24T22:44:48.164200,ACC224534,ACC852637,564.2,withdrawal,utilities,Tokyo,mobile,False,,,-1.63,14,0.73,wire_transfer,124.110.20.223,D4607935
T1530640,2023-02-24T22:45:31.147463,ACC851070,ACC901281,8.53,payment,restaurant,Dubai,mobile,False,,-3227.7370618155555,-0.1,15,0.54,ACH,226.123.218.100,D2085593
T2497485,2023-02-24T23:09:26.264855,ACC254297,ACC875815,146.53,payment,restaurant,Toronto,atm,False,,530.6909592452778,0.34,13,0.76,card,209.17.211.65,D4095832
T4648368,2023-02-24T23:16:02.276494,ACC858166,ACC321554,13.43,transfer,restaurant,Dubai,web,False,,-5189.615107025,1.84,14,0.36,ACH,226.46.176.234,D8662468
T361687,2023-02-24T23:23:09.671904,ACC663545,ACC559475,2017.26,deposit,other,Tokyo,web,False,,,0.34,12,0.36,UPI,209.29.238.161,D8233093
T2377500,2023-02-24T23:28:01.882974,ACC362613,ACC362869,7.66,transfer,other,Berlin,web,False,,712.2213512030555,1.27,12,0.28,wire_transfer,41.103.207.119,D4639497
T1979109,2023-02-24T23:28:49.927232,ACC377747,ACC246587,58.83,transfer,retail,Singapore,atm,False,,-3263.9179165875003,-0.02,18,0.08,card,88.193.185.215,D7662011
T3100533,2023-02-24T23:28:55.778410,ACC495168,ACC704107,25.13,transfer,utilities,Singapore,mobile,True,card_not_present,-1543.6267202972222,0.14,19,0.42,card,83.122.12.193,D4423250
T650374,2023-02-24T23:32:08.774905,ACC610632,ACC592979,53.95,payment,travel,Berlin,web,False,,,0.53,7,0.71,card,229.68.153.71,D8074518
T2097970,2023-02-24T23:34:48.188168,ACC768538,ACC680472,56.57,payment,entertainment,New York,mobile,False,,-1890.630147873056,-0.35,1,0.1,wire_transfer,207.65.53.86,D2680587
T4747689,2023-02-24T23:37:07.373526,ACC556518,ACC442837,13.2,payment,retail,Berlin,pos,False,,-7203.015765660555,-1.84,18,0.07,wire_transfer,87.242.223.39,D4527822
T1343285,2023-02-24T23:37:08.614268,ACC689478,ACC851211,20.51,transfer,travel,New York,pos,False,,1011.1994323063888,0.2,5,0.76,card,83.238.142.159,D9685156
T629747,2023-02-24T23:51:41.721508,ACC243204,ACC606874,11.18,transfer,grocery,Singapore,atm,True,card_not_present,-1473.468249719722,1.15,6,0.81,wire_transfer,241.47.15.179,D8098229
T4455746,2023-02-24T23:55:16.065613,ACC446475,ACC614764,43.28,payment,utilities,London,mobile,True,card_not_present,600.7646901191666,-1.13,9,0.16,ACH,104.16.211.123,D3717745
T1544428,2023-02-24T23:56:10.851661,ACC856636,ACC621016,327.54,withdrawal,entertainment,Dubai,web,False,,-2940.490022046667,-0.93,14,0.73,ACH,93.189.227.42,D4139865
T5044127,2023-02-25T00:07:05.054415,ACC349215,ACC243026,25.49,transfer,other,Berlin,pos,False,,-1294.1005017908335,-0.35,7,0.02,card,188.80.44.227,D8073403
T1043129,2023-02-25T00:09:37.667815,ACC341594,ACC583428,396.83,withdrawal,restaurant,New York,atm,False,,-2060.970292071667,0.4,12,0.26,card,18.213.21.253,D4453447
T970580,2023-02-25T00:11:37.327110,ACC737160,ACC763201,0.26,payment,other,London,mobile,False,,917.0075585730556,-0.72,18,0.71,wire_transfer,105.226.187.70,D2536525
T1878374,2023-02-25T00:13:02.373394,ACC395526,ACC516869,109.91,payment,online,Singapore,web,False,,-2810.280198163889,-0.3,14,0.24,ACH,183.81.27.32,D2581833
T1734285,2023-02-25T00:25:37.125373,ACC752062,ACC756190,1566.34,deposit,restaurant,Tokyo,web,False,,,0.43,5,0.18,ACH,148.118.217.16,D1186527
T5081827,2023-02-25T00:26:11.325846,ACC747599,ACC741461,300.46,payment,restaurant,Dubai,mobile,False,,-78.98082577472223,-0.6,13,0.87,wire_transfer,174.155.145.40,D2235966
T1618107,2023-02-25T00:28:30.527690,ACC140866,ACC587435,1324.64,deposit,entertainment,Sydney,web,False,,-4839.592881437499,-0.39,3,0.78,card,169.202.212.3,D1081976
T1704488,2023-02-25T00:31:30.350141,ACC734521,ACC783479,1226.91,deposit,utilities,London,mobile,False,,-3198.958209505,-0.7,16,0.63,ACH,68.6.254.37,D7711242
T4608592,2023-02-25T00:46:45.347205,ACC706088,ACC230101,8.86,transfer,restaurant,London,web,False,,-425.0889305627778,1.39,17,0.99,wire_transfer,96.28.140.190,D2101424
T4129810,2023-02-25T00:51:02.676197,ACC703052,ACC932092,679.13,withdrawal,entertainment,Toronto,atm,False,,,-1.31,12,0.0,wire_transfer,205.247.21.178,D1725868
T1766144,2023-02-25T00:54:19.827590,ACC216328,ACC941513,5.93,payment,utilities,Dubai,mobile,False,,-4080.5995011791674,-0.23,11,0.16,UPI,225.36.167.185,D2118191
T3790958,2023-02-25T00:58:44.327594,ACC292635,ACC813350,50.35,transfer,utilities,Singapore,pos,False,,-5324.349060796667,0.63,4,0.78,ACH,69.55.163.239,D1324792
T637921,2023-02-25T00:59:17.467623,ACC299906,ACC718587,20.59,transfer,grocery,Sydney,web,False,,-4828.284234331944,0.21,10,0.14,card,145.4.192.166,D5848902
T4126147,2023-02-25T01:04:27.939166,ACC364264,ACC395417,280.84,withdrawal,restaurant,Tokyo,web,False,,-3811.344074918056,0.68,17,0.44,UPI,134.26.27.142,D4587984
T2946292,2023-02-25T01:11:15.305839,ACC745016,ACC501284,19.45,transfer,entertainment,Tokyo,web,False,,-2131.040249620556,0.83,11,0.75,UPI,126.171.188.204,D9193533
T723356,2023-02-25T01:21:09.040228,ACC727192,ACC108507,42.58,transfer,retail,Singapore,mobile,False,,,1.12,1,0.32,card,179.5.51.51,D4558357
T2567791,2023-02-25T01:23:06.000998,ACC892599,ACC196777,11.27,payment,other,New York,web,False,,-2527.521229836389,0.23,1,0.77,card,103.61.109.11,D9695625
T1253346,2023-02-25T01:25:49.185751,ACC600782,ACC519010,573.25,deposit,utilities,New York,atm,False,,-2432.945100765,1.01,11,0.54,ACH,1.109.175.151,D1693572
T2334057,2023-02-25T01:27:36.807839,ACC690053,ACC463236,11.3,transfer,restaurant,London,pos,True,card_not_present,-203.0131224925,1.19,9,0.12,card,167.181.65.158,D2399150
T4972359,2023-02-25T01:29:07.194351,ACC571213,ACC284975,1161.48,deposit,online,Sydney,web,False,,-278.36883197333333,-0.45,2,0.75,UPI,21.214.3.230,D5787433
T1475253,2023-02-25T01:37:05.217654,ACC608927,ACC186215,416.09,withdrawal,grocery,Sydney,web,False,,226.79298096944444,-0.46,13,0.04,UPI,154.220.213.137,D4172923
T3210063,2023-02-25T01:40:00.653453,ACC877992,ACC960249,58.64,transfer,restaurant,Tokyo,pos,False,,-6468.618273541945,-0.14,6,0.97,wire_transfer,48.220.116.106,D1433005
T4947347,2023-02-25T01:46:51.955253,ACC338792,ACC195226,1720.71,deposit,online,Berlin,web,False,,-458.7245646105556,-2.07,7,0.9,UPI,159.43.17.180,D8319088
T1729072,2023-02-25T01:48:43.494179,ACC303786,ACC926500,69.69,payment,online,New York,pos,False,,-3049.311607648889,-0.37,10,0.23,card,20.172.144.147,D9202912
T492894,2023-02-25T01:59:47.749696,ACC627851,ACC482411,18.7,transfer,entertainment,Singapore,web,False,,,0.92,7,0.61,ACH,75.104.156.88,D1623668
T694367,2023-02-25T02:22:01.446156,ACC596256,ACC672659,17.83,transfer,other,London,mobile,False,,,-0.77,8,0.54,wire_transfer,164.168.123.124,D7967794
T655021,2023-02-25T02:28:52.947459,ACC744074,ACC249529,428.53,withdrawal,utilities,Toronto,atm,False,,,0.92,14,0.37,wire_transfer,205.190.220.73,D8459573
T3203000,2023-02-25T02:35:56.664478,ACC167274,ACC611842,1685.96,deposit,travel,London,atm,False,,-7146.181969761389,1.52,1,0.6,UPI,66.158.198.230,D8908895
T1326617,2023-02-25T02:40:51.258297,ACC108891,ACC749110,2194.59,deposit,entertainment,Tokyo,pos,False,,-6020.542746744722,1.9,10,0.75,card,66.90.88.205,D7365813
T457191,2023-02-25T02:48:30.390990,ACC548918,ACC759201,25.32,transfer,travel,Berlin,pos,False,,-1595.8920681766667,-1.01,9,0.41,wire_transfer,255.215.254.41,D3187016
T4709943,2023-02-25T02:50:39.220677,ACC565415,ACC727441,230.38,withdrawal,utilities,London,web,False,,-6627.920436266111,0.23,13,0.3,UPI,235.207.200.103,D9126986
T2333902,2023-02-25T02:58:41.578455,ACC896278,ACC834160,114.43,payment,restaurant,Toronto,pos,False,,-4575.899570016666,0.53,6,0.39,ACH,171.37.117.30,D4876512
T773541,2023-02-25T03:02:53.878232,ACC682597,ACC827156,11.08,payment,utilities,Berlin,atm,False,,-6013.797589383056,0.55,13,0.28,card,167.247.72.57,D7062132
T1507002,2023-02-25T03:19:56.647881,ACC899706,ACC552375,156.81,payment,entertainment,Singapore,mobile,False,,,-0.44,16,0.09,UPI,169.100.80.181,D4095072
T239276,2023-02-25T03:21:44.861752,ACC365335,ACC449820,689.76,deposit,online,New York,web,False,,,1.93,20,0.34,UPI,67.143.219.204,D2045270
T3355562,2023-02-25T03:21:46.605598,ACC369889,ACC687941,602.41,deposit,restaurant,Tokyo,atm,False,,-5981.591344174445,0.13,3,0.97,ACH,119.54.50.197,D8612429
T3475004,2023-02-25T03:24:00.515007,ACC341732,ACC480406,487.32,withdrawal,travel,Sydney,atm,False,,-2984.092125090278,-0.71,17,0.37,card,141.207.56.203,D6536212
T215146,2023-02-25T03:32:06.081834,ACC514207,ACC319559,1201.93,deposit,entertainment,New York,web,False,,,-0.97,8,0.62,ACH,78.163.69.9,D8229936
T531929,2023-02-25T03:33:20.748621,ACC659912,ACC793151,323.87,deposit,grocery,Dubai,atm,False,,-712.5806693586111,0.26,10,0.55,ACH,248.115.55.248,D4305289
T439232,2023-02-25T03:37:46.672655,ACC863025,ACC286331,16.81,transfer,grocery,Singapore,atm,False,,,-1.09,16,0.52,ACH,68.224.93.131,D6180506
T1088005,2023-02-25T03:41:58.860007,ACC898005,ACC692693,14.91,transfer,entertainment,Berlin,pos,False,,-3195.127542248056,-0.0,16,0.96,wire_transfer,81.231.37.77,D3573572
T2671984,2023-02-25T03:49:24.120276,ACC743604,ACC651255,68.34,payment,travel,London,mobile,False,,-2692.568691920278,-0.14,10,0.78,ACH,174.181.190.182,D6787425
T601139,2023-02-25T03:58:12.407892,ACC411280,ACC273882,591.01,withdrawal,restaurant,Sydney,mobile,False,,,1.38,5,0.38,wire_transfer,215.148.74.78,D7758814
T3796516,2023-02-25T03:59:06.982234,ACC989391,ACC187712,469.64,withdrawal,online,Sydney,pos,False,,-832.1919000677777,1.27,20,0.77,card,91.26.219.193,D8366901
T2896768,2023-02-25T04:00:20.266694,ACC298191,ACC591661,9.79,transfer,other,Tokyo,atm,False,,368.6429336208333,-0.12,8,0.37,UPI,80.77.180.35,D6085672
T3677314,2023-02-25T04:01:43.566187,ACC677726,ACC957901,0.01,withdrawal,restaurant,Singapore,pos,False,,,-1.43,20,0.51,UPI,207.11.232.114,D9571687
T4981211,2023-02-25T04:02:07.443687,ACC133244,ACC961010,1195.99,deposit,restaurant,Singapore,pos,False,,-3482.3952220375,0.9,8,0.82,ACH,84.153.5.185,D2561652
T340338,2023-02-25T04:08:22.254425,ACC896391,ACC990481,72.63,withdrawal,travel,Sydney,atm,False,,,-0.51,7,0.32,UPI,121.223.145.122,D7083497
T4366931,2023-02-25T04:14:29.746509,ACC730598,ACC719089,330.08,withdrawal,grocery,London,web,False,,-2318.5169460375,-1.52,16,0.38,ACH,86.249.125.2,D6106944
T4985875,2023-02-25T04:15:09.084382,ACC178482,ACC712607,975.16,deposit,travel,London,mobile,False,,-2145.279739221389,-0.63,16,0.86,UPI,78.61.108.253,D5346284
T285569,2023-02-25T04:22:58.871075,ACC891699,ACC534395,158.29,payment,online,Tokyo,mobile,False,,,-0.41,3,0.97,ACH,77.54.241.254,D5356103
T885820,2023-02-25T04:35:19.108554,ACC792126,ACC349477,1058.3,deposit,retail,Dubai,web,False,,,0.75,15,0.9,ACH,111.147.78.183,D6410890
T4390247,2023-02-25T04:39:15.057977,ACC967121,ACC173575,480.29,withdrawal,restaurant,Dubai,atm,False,,881.2011257969444,0.21,20,0.87,ACH,1.180.121.2,D5560565
T4329832,2023-02-25T04:44:50.564994,ACC236200,ACC325407,1198.81,deposit,other,Berlin,mobile,False,,-188.29967979722224,-0.33,17,0.88,wire_transfer,217.115.79.119,D1555862
T1563321,2023-02-25T04:51:26.040645,ACC355472,ACC536617,105.57,payment,entertainment,London,atm,False,,-3868.508025007222,0.56,14,0.82,card,100.240.148.186,D4541468
T2713944,2023-02-25T04:58:03.901281,ACC220750,ACC674589,6.0,payment,other,New York,web,False,,,-0.37,9,0.11,UPI,133.201.65.118,D7321138
T1416115,2023-02-25T05:05:19.172872,ACC887258,ACC425845,10.45,transfer,travel,Berlin,mobile,False,,-1225.2050954080555,0.03,7,0.75,card,239.190.139.229,D1547126
T3064433,2023-02-25T05:09:23.345958,ACC304338,ACC918172,223.0,withdrawal,entertainment,Singapore,mobile,False,,-1586.7641095152776,-0.66,5,0.95,card,192.53.241.185,D6429774
T443293,2023-02-25T05:10:08.881241,ACC197255,ACC968147,114.78,withdrawal,utilities,Singapore,atm,False,,,-1.78,18,0.77,UPI,200.117.222.178,D5939959
T4749195,2023-02-25T05:16:35.174996,ACC844799,ACC420713,255.87,payment,grocery,London,pos,False,,-1299.5426831347222,-1.51,17,0.4,UPI,254.86.88.122,D6602082
T3802108,2023-02-25T05:16:43.030074,ACC935282,ACC337476,0.01,withdrawal,utilities,New York,atm,False,,-883.1826396250001,0.38,8,1.0,wire_transfer,7.16.37.158,D9713544
T3267776,2023-02-25T05:27:09.321820,ACC525397,ACC862661,189.87,withdrawal,entertainment,Toronto,atm,False,,-1864.3139968166663,-1.05,20,0.4,UPI,181.38.135.99,D9152017
T1112576,2023-02-25T05:28:02.740962,ACC614546,ACC491960,111.67,payment,online,London,atm,False,,,0.82,17,0.59,ACH,160.75.101.190,D5805961
T5070791,2023-02-25T05:44:11.600743,ACC288033,ACC653816,39.05,transfer,grocery,London,atm,False,,-6347.1606290475,2.08,2,0.5,card,59.5.215.57,D8598546
T4995029,2023-02-25T05:44:15.887826,ACC635337,ACC447213,203.27,payment,restaurant,Tokyo,pos,False,,-5596.501910723611,-0.75,14,0.09,wire_transfer,160.161.138.106,D6741513
T4145247,2023-02-25T05:47:22.480274,ACC393521,ACC694983,10.2,transfer,online,Sydney,web,False,,-4562.201278837778,-0.01,10,0.58,card,236.155.85.45,D9666590
T3426458,2023-02-25T06:07:23.668362,ACC348326,ACC568636,40.48,payment,utilities,Toronto,pos,False,,-1649.5934147741666,-0.1,19,0.96,card,99.0.117.197,D5069203
T4031507,2023-02-25T06:12:26.605082,ACC661934,ACC503450,79.08,payment,grocery,New York,pos,False,,-4114.919651298056,-0.11,9,0.45,card,34.66.168.170,D4878631
T3704901,2023-02-25T06:14:54.879899,ACC207761,ACC286541,26.11,transfer,retail,Sydney,atm,False,,-3514.6734890136117,0.41,16,0.34,wire_transfer,113.187.49.154,D3426645
T1892707,2023-02-25T06:16:32.581146,ACC553399,ACC762857,41.44,transfer,grocery,Singapore,web,False,,-3901.5900172291663,1.2,15,0.8,ACH,27.113.164.209,D6513252
T518832,2023-02-25T06:18:21.006834,ACC802924,ACC845589,43.58,transfer,grocery,New York,web,False,,-7188.826027295833,0.66,2,0.84,UPI,5.193.110.184,D1914823
T1269788,2023-02-25T06:21:14.842880,ACC263250,ACC546354,661.96,deposit,restaurant,Dubai,pos,False,,,-0.35,6,0.24,ACH,140.156.40.41,D7315392
T571393,2023-02-25T06:21:41.035136,ACC600083,ACC986910,81.62,payment,restaurant,Dubai,atm,False,,,0.42,19,0.01,UPI,253.191.79.187,D1821078
T2174934,2023-02-25T06:24:13.671289,ACC420562,ACC782406,192.52,payment,entertainment,Singapore,mobile,False,,-4177.693251051112,0.54,17,0.12,UPI,105.70.193.77,D7534513
T1770068,2023-02-25T06:38:34.638110,ACC838472,ACC974664,470.0,withdrawal,utilities,Dubai,pos,False,,-5268.418508810833,-1.22,6,0.21,card,77.200.19.209,D2294710
T825168,2023-02-25T06:43:56.335833,ACC883716,ACC149393,23.87,transfer,travel,Toronto,atm,False,,,0.37,5,0.3,ACH,143.109.121.211,D3941866
T4041048,2023-02-25T06:50:00.422169,ACC509237,ACC430609,89.72,payment,restaurant,London,pos,False,,-5168.6529927375,2.31,12,0.5,wire_transfer,70.57.42.88,D4486878
T3094359,2023-02-25T06:52:46.346158,ACC934775,ACC172574,1226.53,deposit,online,London,pos,False,,-1426.8685667769446,-0.26,16,0.03,card,126.194.198.226,D8431002
T1440051,2023-02-25T06:55:40.985238,ACC730206,ACC443242,21.55,transfer,other,Toronto,web,False,,-6964.350527433056,-2.26,13,0.47,card,17.196.67.197,D6855164
T4254472,2023-02-25T07:02:19.072556,ACC118209,ACC492343,1440.46,deposit,grocery,Singapore,pos,False,,-4442.491363033056,-0.5,9,0.14,UPI,60.55.91.190,D7240387
T1039119,2023-02-25T07:02:44.080459,ACC656778,ACC720297,13.55,transfer,entertainment,New York,mobile,False,,-752.6810948586111,-0.68,19,0.53,wire_transfer,125.124.51.127,D3067046
T2227940,2023-02-25T07:08:05.661500,ACC539379,ACC902993,505.4,deposit,other,Toronto,pos,False,,-129.4976132188889,-2.23,7,0.44,UPI,217.71.92.43,D1367261
T848420,2023-02-25T07:11:51.806644,ACC133806,ACC604215,1497.36,deposit,grocery,Tokyo,atm,False,,-3420.250180813611,0.11,19,0.81,wire_transfer,226.5.44.215,D6063133
T1742347,2023-02-25T07:12:16.936229,ACC429451,ACC210389,7.59,transfer,restaurant,Sydney,atm,False,,-699.239902563611,0.04,2,0.61,wire_transfer,33.148.182.206,D3288231
T3969617,2023-02-25T07:16:45.856656,ACC689250,ACC990296,2368.24,deposit,other,Berlin,pos,False,,-2406.678879851111,-2.42,1,0.28,card,177.84.236.206,D4975535
T4379137,2023-02-25T07:20:45.665975,ACC313097,ACC747083,221.61,withdrawal,other,New York,atm,False,,-1936.176412847222,-0.88,8,0.84,wire_transfer,105.242.183.89,D4798689
T2266857,2023-02-25T07:22:21.659306,ACC213996,ACC208622,16.19,payment,retail,Singapore,web,False,,556.2866289416667,1.75,12,0.2,wire_transfer,92.112.240.202,D7628927
T4415827,2023-02-25T07:29:39.249636,ACC168918,ACC515553,45.21,transfer,utilities,Sydney,mobile,False,,-6438.630888714167,-0.54,8,0.82,UPI,138.14.238.218,D1373251
T2037486,2023-02-25T07:30:35.397016,ACC956570,ACC580988,18.1,transfer,travel,Singapore,mobile,False,,-6211.570128243334,0.83,1,0.42,wire_transfer,136.242.79.117,D8594146
T4899423,2023-02-25T07:32:38.752287,ACC792012,ACC715777,366.54,withdrawal,retail,Tokyo,pos,False,,-6117.0256423275,0.17,10,0.19,wire_transfer,84.190.139.43,D8441789
T1594217,2023-02-25T07:37:21.164225,ACC182661,ACC311157,269.61,withdrawal,online,Berlin,mobile,False,,,-1.01,4,0.35,card,250.220.25.166,D8198436
T1689512,2023-02-25T07:51:24.271177,ACC757703,ACC274211,4.38,payment,retail,Toronto,atm,False,,-4388.840021091944,-0.73,20,0.94,ACH,179.51.87.246,D8839265
T2422294,2023-02-25T07:51:35.384638,ACC914842,ACC700619,33.4,transfer,restaurant,Toronto,web,False,,-6877.391068998333,0.02,1,0.4,wire_transfer,72.198.211.195,D5620953
T4565628,2023-02-25T07:52:38.514828,ACC724923,ACC645493,6.76,transfer,restaurant,Singapore,mobile,False,,476.2078005255556,-0.6,15,0.68,UPI,73.145.153.236,D7506217
T3764510,2023-02-25T07:52:54.294321,ACC809099,ACC895731,969.76,deposit,retail,Dubai,web,False,,-343.3985506625,0.52,10,0.54,card,68.3.23.103,D7628193
T4179138,2023-02-25T07:57:52.045499,ACC582218,ACC341533,125.76,payment,restaurant,Toronto,mobile,False,,961.7096670333334,0.62,1,0.45,ACH,129.165.92.71,D1773112
T3560966,2023-02-25T07:59:32.459160,ACC376508,ACC277612,12.47,payment,restaurant,Dubai,atm,False,,991.172617824722,0.95,16,0.99,ACH,249.12.101.228,D2723706
T5076713,2023-02-25T08:13:44.580607,ACC218826,ACC942527,79.02,payment,other,Sydney,atm,False,,-5787.018123748334,0.63,11,0.66,ACH,17.64.103.214,D1552708
T3579297,2023-02-25T08:16:33.594762,ACC648888,ACC594865,13.24,transfer,online,Berlin,atm,False,,-2484.72456619,-0.5,15,0.09,ACH,65.42.184.162,D6102304
T1338390,2023-02-25T08:18:12.011767,ACC395943,ACC681020,22.85,transfer,restaurant,Toronto,mobile,False,,-6298.649417078055,-0.82,14,0.48,ACH,30.228.110.30,D9153323
T3773902,2023-02-25T08:20:57.410308,ACC599473,ACC869269,16.52,transfer,grocery,Toronto,atm,False,,-2099.1618964830554,1.84,11,0.29,wire_transfer,181.234.222.161,D2298373
T2203352,2023-02-25T08:22:44.551104,ACC261077,ACC590368,91.79,payment,entertainment,Toronto,pos,False,,-3885.336538544722,-1.82,5,0.72,ACH,204.122.155.226,D4798838
T2103459,2023-02-25T08:24:00.310939,ACC556205,ACC195718,11.4,transfer,travel,Tokyo,atm,False,,-5179.619341292778,-1.19,5,0.17,wire_transfer,95.152.161.213,D4635221
T596117,2023-02-25T08:24:52.958009,ACC802373,ACC816619,35.07,payment,other,Tokyo,atm,False,,,1.01,17,0.13,card,88.133.187.130,D8002149
T3322937,2023-02-25T08:24:59.305934,ACC269628,ACC187816,15.7,transfer,utilities,London,pos,False,,-7125.454382588611,1.4,3,0.87,card,62.207.18.219,D1017930
T3306513,2023-02-25T08:29:55.996987,ACC281151,ACC998841,50.9,transfer,other,Tokyo,mobile,False,,-2735.6052874452776,-1.29,13,0.0,UPI,120.184.178.54,D3717222
